year,state,county,fips,loan_average_orig,income_average_orig,count_orig,value_orig,fips,native_loan_average_orig,native_income_average_orig,native_count_orig,native_value_orig,fips,black_loan_average_orig,black_income_average_orig,black_count_orig,black_value_orig,fips,asian_loan_average_orig,asian_income_average_orig,asian_count_orig,asian_value_orig,fips,white_loan_average_orig,white_income_average_orig,white_count_orig,white_value_orig,fips,hawaiian_loan_average_orig,hawaiian_income_average_orig,hawaiian_count_orig,hawaiian_value_orig,fips,not_applicable_loan_average_orig,not_applicable_income_average_orig,not_applicable_count_orig,not_applicable_value_orig,fips,not_provided_loan_average_orig,not_provided_income_average_orig,not_provided_count_orig,not_provided_value_orig,fips,no_co_app_loan_average_orig,no_co_app_income_average_orig,no_co_app_count_orig,no_co_app_value_orig
2000,17,089,17089,141.47,86.03,12008,1698784,48373,59.0,112.0,2.0,118.0,48303,51.4,64.4,62.0,3187.0,39055,381.33,149.17,6.0,2288.0,05091,63.66,65.76,495.0,31514.0,55139,70.48,63.35,23.0,1621.0,55085,91.32,78.04,97.0,8858.0,16011,71.33,48.67,3.0,214.0,55127,18.0,1.0,1.0,18.0
2000,13,317,13317,63.01,49.52,145,9137,54081,37.5,41.67,6.0,225.0,37071,69.87,45.97,308.0,21519.0,20103,74.63,46.38,8.0,597.0,05043,57.18,47.79,82.0,4689.0,08055,67.59,43.18,22.0,1487.0,46079,85.4,80.66,35.0,2989.0,18053,90.0,121.5,2.0,180.0,48303,89.31,514.34,29.0,2590.0
2000,51,017,51017,85.96,88.05,57,4900,51041,81.58,68.95,19.0,1550.0,53053,107.58,63.85,556.0,59812.0,18041,45.0,24.0,1.0,45.0,38031,59.0,54.57,21.0,1239.0,20001,20.86,30.29,7.0,146.0,34NA ,136.83,99.57,35.0,4789.0,06077,134.41,81.36,390.0,52419.0,31185,20.0,31.0,1.0,20.0
2000,22,127,22127,43.04,48.05,176,7575,01019,69.5,53.0,2.0,139.0,40083,73.75,47.61,28.0,2065.0,53029,138.95,93.95,21.0,2918.0,48459,68.02,56.31,544.0,37005.0,39055,276.0,93.4,5.0,1380.0,45017,61.33,41.82,45.0,2760.0,34041,137.11,96.06,18.0,2468.0,37071,77.92,156.0,12.0,935.0
2000,51,700,51700,71.5,61.85,1899,135786,21055,78.0,49.0,1.0,78.0,47133,47.0,19.5,2.0,94.0,48043,36.0,91.0,1.0,36.0,12077,59.78,47.73,49.0,2929.0,20103,88.71,55.71,24.0,2129.0,54027,63.13,54.6,45.0,2841.0,27161,25.0,19.0,1.0,25.0,53053,145.1,624.03,29.0,4208.0
2000,48,465,48465,58.7,57.77,246,14439,45085,54.5,44.25,4.0,218.0,37091,43.78,35.32,105.0,4597.0,12093,134.0,342.5,2.0,268.0,05033,62.63,58.89,861.0,53922.0,48043,46.47,43.94,17.0,790.0,34015,82.76,68.43,1093.0,90460.0,01041,31.0,39.0,1.0,31.0,40083,32.0,193.67,3.0,96.0
2000,45,005,45005,41.49,32.91,112,4647,55127,98.13,56.38,8.0,785.0,21213,53.33,37.4,30.0,1600.0,17031,163.49,90.43,5884.0,961998.0,51760,124.08,90.71,1703.0,211313.0,53029,159.8,93.12,25.0,3995.0,18077,70.02,53.03,121.0,8472.0,56041,33.0,83.0,1.0,33.0,37091,26.0,318.0,1.0,26.0
2000,17,169,17169,58.17,65.31,29,1687,48303,50.75,55.75,12.0,609.0,29137,31.75,37.75,4.0,127.0,48265,30.0,18.0,1.0,30.0,08003,87.77,62.81,84.0,7373.0,12093,40.22,33.66,32.0,1287.0,47083,47.11,50.78,9.0,424.0,18097,82.67,58.73,112.0,9259.0,53069,131.0,69.0,1.0,131.0
2000,01,061,01061,46.93,39.64,271,12718,37071,59.45,40.36,22.0,1308.0,28161,33.63,32.12,49.0,1648.0,34007,128.38,75.9,222.0,28500.0,39047,76.31,53.89,471.0,35943.0,22039,72.6,38.8,5.0,363.0,40145,71.78,55.3,160.0,11485.0,39125,13.33,25.67,3.0,40.0,36121,62.0,60.0,1.0,62.0
2000,51,019,51019,102.19,70.4,1538,157169,53053,126.14,61.57,108.0,13623.0,12079,42.74,31.66,47.0,2009.0,51700,101.79,72.21,39.0,3970.0,38019,54.67,64.33,6.0,328.0,17031,121.49,59.91,12588.0,1529342.0,21211,83.55,60.26,134.0,11196.0,21085,61.0,37.0,1.0,61.0,21213,63.0,46.0,1.0,63.0
2000,39,069,39069,85.39,53.67,640,54648,40083,97.42,56.92,12.0,1169.0,13001,37.72,36.77,43.0,1622.0,54081,157.38,213.13,8.0,1259.0,55089,151.76,103.28,1964.0,298066.0,48265,48.04,40.41,56.0,2690.0,22083,43.32,44.58,38.0,1646.0,12009,106.85,136.57,110.0,11754.0,21121,21.0,26.0,1.0,21.0
2000,01,009,01009,70.98,48.35,1073,76165,47133,35.0,32.0,1.0,35.0,29019,84.5,55.31,105.0,8872.0,51041,127.72,94.92,109.0,13921.0,18093,66.69,48.4,624.0,41614.0,34007,79.83,44.61,309.0,24667.0,54099,52.0,37.0,61.0,3172.0,08031,147.31,94.69,209.0,30787.0,29019,87.5,83.25,8.0,700.0
2000,53,003,53003,84.3,58.46,309,26049,36121,78.0,58.67,3.0,234.0,21121,42.25,35.75,4.0,169.0,48341,100.0,80.0,1.0,100.0,21105,53.93,42.5,28.0,1510.0,48373,53.47,48.73,15.0,802.0,22033,76.64,58.01,1109.0,84990.0,13115,76.71,76.71,7.0,537.0,27053,84.42,248.95,59.0,4981.0
2000,31,025,31025,92.35,78.56,575,53101,21213,28.0,25.0,1.0,28.0,27053,94.63,57.69,1515.0,143366.0,21055,20.0,37.0,1.0,20.0,13177,96.31,73.06,400.0,38524.0,51700,78.08,55.64,25.0,1952.0,31047,51.54,45.66,35.0,1804.0,28109,67.75,52.5,4.0,271.0,13223,74.75,136.5,4.0,299.0
2000,49,021,49021,97.59,69.91,489,47720,29137,35.0,60.0,1.0,35.0,13223,91.37,50.17,119.0,10873.0,55127,120.56,125.22,9.0,1085.0,40137,48.46,52.22,611.0,29607.0,54081,40.0,50.33,3.0,120.0,51560,48.15,49.54,13.0,626.0,22101,33.5,28.75,4.0,134.0,19067,28.0,15.0,1.0,28.0
2000,19,163,19163,80.92,64.88,3761,304357,28161,18.0,19.0,1.0,18.0,18053,51.53,40.31,70.0,3607.0,45085,67.73,67.64,11.0,745.0,30031,129.45,78.47,1301.0,168414.0,51041,91.33,57.07,58.0,5297.0,30029,109.07,86.52,161.0,17561.0,26159,122.0,61.8,5.0,610.0,16011,204.0,148.0,1.0,204.0
2000,41,025,41025,70.52,41.25,97,6840,13001,19.5,37.0,2.0,39.0,06077,121.82,72.37,706.0,86007.0,48303,109.17,170.42,36.0,3930.0,48077,55.05,53.81,85.0,4679.0,48341,33.65,45.3,23.0,774.0,31083,32.33,22.67,3.0,97.0,27105,52.0,56.0,1.0,52.0,18053,52.5,193.0,2.0,105.0
2000,18,123,18123,57.75,44.07,328,18941,29019,70.08,55.83,12.0,841.0,34041,159.75,85.71,48.0,7668.0,37071,119.83,76.28,36.0,4314.0,26147,107.17,66.12,3974.0,425897.0,01019,30.2,31.4,5.0,151.0,48151,22.33,28.0,3.0,67.0,48041,97.74,298.74,34.0,3323.0,06077,84.4,105.65,20.0,1688.0
2000,27,063,27063,51.08,39.68,106,5414,21121,36.0,21.0,1.0,36.0,01041,40.94,34.61,18.0,737.0,53053,131.3,74.69,759.0,99656.0,55121,73.71,54.16,197.0,14520.0,55127,89.88,51.26,80.0,7190.0,51031,61.56,45.09,158.0,9726.0,53031,86.0,87.67,3.0,258.0,34041,166.0,79.0,2.0,332.0
2000,13,181,13181,69.55,61.26,105,7303,27053,98.8,75.69,108.0,10670.0,18097,70.53,50.2,2813.0,198394.0,47133,15.0,20.0,1.0,15.0,40031,69.34,54.86,883.0,61225.0,45085,39.67,32.67,6.0,238.0,24015,90.01,67.95,370.0,33304.0,26031,46.0,25.0,4.0,184.0,18097,94.47,84.59,32.0,3023.0
2000,51,600,51600,164.7,102.73,642,105735,13223,61.83,40.08,12.0,742.0,39125,69.0,34.0,1.0,69.0,37091,40.0,58.0,1.0,40.0,17139,63.57,57.28,134.0,8519.0,48303,52.16,58.23,297.0,15492.0,40015,39.3,37.05,63.0,2476.0,16019,114.63,72.25,8.0,917.0,39125,51.0,30.0,1.0,51.0
2000,37,191,37191,69.35,49.84,1973,136818,19067,53.0,31.0,1.0,53.0,21085,60.0,24.0,1.0,60.0,28161,50.0,65.0,1.0,50.0,48023,63.73,55.27,15.0,956.0,20017,21.0,10.0,1.0,21.0,25009,138.16,87.58,1839.0,254085.0,05015,74.0,103.0,1.0,74.0,12009,118.79,71.7,111.0,13186.0
2000,21,239,21239,96.88,68.69,666,64519,38009,43.0,33.0,2.0,86.0,12009,64.39,46.39,427.0,27495.0,13001,50.0,26.0,1.0,50.0,32027,61.96,52.81,26.0,1611.0,53053,103.82,59.82,352.0,36543.0,27041,80.94,63.74,89.0,7204.0,41037,17.0,46.0,1.0,17.0,55067,68.0,111.0,1.0,68.0
2000,13,171,13171,89.83,63.17,293,26319,16011,46.13,51.88,8.0,369.0,08031,119.54,60.27,1279.0,152886.0,29019,117.31,68.28,72.0,8446.0,17195,64.53,58.44,577.0,37231.0,37071,58.67,49.83,48.0,2816.0,51197,52.52,31.88,58.0,3046.0,13215,106.63,80.88,16.0,1706.0,08031,146.32,151.85,47.0,6877.0
2000,18,161,18161,92.62,52.05,162,15004,18053,46.8,26.2,5.0,234.0,13115,79.03,49.71,69.0,5453.0,27053,123.49,70.92,1031.0,127319.0,37109,96.47,62.84,1392.0,134289.0,40083,49.11,64.56,9.0,442.0,34037,117.91,81.45,779.0,91848.0,39149,53.5,41.75,4.0,214.0,28109,126.5,541.67,6.0,759.0
2000,23,009,23009,96.59,79.69,662,63944,06077,114.6,57.66,91.0,10429.0,28109,61.71,43.98,49.0,3024.0,13223,102.91,48.09,11.0,1132.0,20149,73.15,51.14,155.0,11338.0,37091,77.0,52.0,1.0,77.0,31089,55.71,56.43,14.0,780.0,45091,129.83,64.61,18.0,2337.0,13115,38.0,246.33,3.0,114.0
2000,29,027,29027,66.06,46.25,759,50140,30085,32.67,34.33,3.0,98.0,26159,62.06,44.26,47.0,2917.0,16011,103.67,46.0,3.0,311.0,48255,74.16,55.16,37.0,2744.0,36121,111.0,39.0,1.0,111.0,13117,154.38,102.29,672.0,103745.0,41043,79.93,85.86,14.0,1119.0,27105,27.0,334.0,1.0,27.0
2000,01,125,01125,87.46,61.24,3270,286008,34041,78.78,67.44,9.0,709.0,27105,18.0,24.0,1.0,18.0,18053,146.13,144.63,8.0,1169.0,05075,39.81,46.36,278.0,11067.0,21213,138.0,57.0,1.0,138.0,13073,95.62,63.82,281.0,26868.0,18023,56.75,30.0,4.0,227.0,26159,159.4,59.2,5.0,797.0
2000,16,065,16065,89.03,57.45,253,22524,27161,27.0,28.0,3.0,81.0,22101,42.27,36.38,117.0,4946.0,06077,146.79,81.2,1571.0,230611.0,45043,144.16,115.55,1077.0,155262.0,12079,19.5,39.5,2.0,39.0,18021,55.58,42.43,88.0,4891.0,24047,81.12,95.12,25.0,2028.0,48041,83.17,234.17,6.0,499.0
2000,48,369,48369,44.18,51.55,38,1679,01041,33.0,42.0,1.0,33.0,48041,56.4,43.5,86.0,4850.0,34041,155.94,85.67,36.0,5614.0,27001,93.29,81.27,220.0,20523.0,13001,41.83,35.5,6.0,251.0,26087,96.58,63.98,338.0,32643.0,13063,115.86,67.68,50.0,5793.0,05015,111.0,97.0,1.0,111.0
2000,35,055,35055,112.06,71.58,700,78443,56041,42.67,49.0,3.0,128.0,53031,141.0,111.5,2.0,282.0,27161,36.33,51.67,3.0,109.0,12059,50.6,45.53,112.0,5667.0,29019,93.06,52.28,18.0,1675.0,53071,82.31,55.59,71.0,5844.0,53017,23.0,44.0,1.0,23.0,26031,1360.0,51.0,1.0,1360.0
2000,47,031,47031,72.92,52.1,740,53958,18155,51.5,21.0,4.0,206.0,16019,103.0,62.0,3.0,309.0,18097,111.54,75.23,201.0,22420.0,23NA ,80.87,72.83,127.0,10270.0,27053,105.3,58.66,479.0,50439.0,13029,84.56,59.92,123.0,10401.0,13199,50.0,22.75,4.0,200.0,16019,183.0,74.0,1.0,183.0
2000,29,015,29015,56.79,49.51,247,14026,18097,71.32,100.61,93.0,6633.0,13215,67.8,44.87,528.0,35801.0,39125,20.0,55.0,1.0,20.0,06019,106.35,83.11,5485.0,583349.0,NA013,15.0,35.0,1.0,15.0,27111,69.74,58.75,134.0,9345.0,39117,58.5,35.5,2.0,117.0,13215,58.38,560.0,8.0,467.0
2000,56,041,56041,65.75,53.65,269,17686,39125,20.0,20.0,1.0,20.0,39149,58.33,35.5,6.0,350.0,12009,96.71,60.69,121.0,11702.0,31079,69.73,56.02,343.0,23919.0,13223,95.28,57.56,18.0,1715.0,40007,46.65,55.2,20.0,933.0,42071,81.63,47.3,30.0,2449.0,39149,317.67,123.67,3.0,953.0
2000,05,504,05504,54.0,426.0,1,54,49001,47.0,30.0,1.0,47.0,45091,74.4,44.3,373.0,27752.0,55067,85.78,53.89,9.0,772.0,37031,121.15,100.55,1390.0,168402.0,16011,61.27,36.12,33.0,2022.0,01017,45.81,37.25,134.0,6138.0,10003,141.36,84.77,98.0,13853.0,45091,70.78,59.67,9.0,637.0
2000,51,590,51590,62.07,55.56,702,43576,12009,71.08,54.1,49.0,3483.0,41043,117.25,65.0,4.0,469.0,08031,143.62,77.69,399.0,57303.0,36097,62.48,54.64,209.0,13058.0,18053,64.47,40.27,15.0,967.0,05091,47.93,45.61,107.0,5129.0,47057,68.0,49.0,2.0,136.0,47171,40.0,14.0,1.0,40.0
2000,37,151,37151,77.27,53.87,2830,218678,08031,144.22,76.4,129.0,18604.0,47171,59.0,21.5,2.0,118.0,28109,66.33,52.83,6.0,398.0,31113,75.0,43.2,5.0,375.0,06077,108.67,68.34,2466.0,267980.0,05043,65.13,43.87,23.0,1498.0,19163,82.95,80.32,19.0,1576.0,41043,116.0,52.0,1.0,116.0
2000,20,081,20081,69.54,51.65,37,2573,28109,86.25,31.25,4.0,345.0,18023,74.33,56.67,3.0,223.0,13115,71.83,35.0,6.0,431.0,17101,50.46,45.78,171.0,8628.0,34041,133.13,71.53,40.0,5325.0,48459,50.41,54.72,58.0,2924.0,37083,73.21,48.86,14.0,1025.0,18023,38.33,57.0,6.0,230.0
2000,47,109,47109,51.14,45.8,447,22860,13115,58.2,40.4,5.0,291.0,24047,76.9,67.94,67.0,5152.0,27105,31.43,31.0,7.0,220.0,05097,60.62,83.35,65.0,3940.0,27161,440.0,175.0,1.0,440.0,38031,32.5,26.5,2.0,65.0,29047,105.91,55.35,34.0,3601.0,24047,104.0,62.0,2.0,208.0
2000,28,005,28005,48.51,42.65,120,5821,26159,61.0,53.47,15.0,915.0,13181,37.69,31.69,13.0,490.0,22101,30.33,43.33,12.0,364.0,12125,58.78,43.36,107.0,6289.0,01041,55.0,17.0,1.0,55.0,05033,64.45,43.04,96.0,6187.0,51005,52.67,44.0,3.0,158.0,13063,126.89,55.56,9.0,1142.0
2000,31,179,31179,70.55,46.92,84,5926,27105,70.0,35.0,1.0,70.0,13063,93.15,57.73,1532.0,142707.0,26159,82.57,88.86,7.0,578.0,29015,57.08,51.23,184.0,10503.0,56041,81.67,55.83,6.0,490.0,12077,61.0,46.09,11.0,671.0,19063,29.0,25.0,1.0,29.0,53017,95.0,47.5,2.0,190.0
2000,13,045,13045,89.14,61.1,2376,211808,48041,52.4,103.8,5.0,262.0,13199,61.1,41.41,82.0,5010.0,48041,100.72,134.51,79.0,7957.0,38093,51.43,51.3,233.0,11983.0,18097,74.4,53.79,171.0,12723.0,51760,81.82,56.48,736.0,60222.0,17021,45.0,29.5,2.0,90.0,13199,86.0,36.0,1.0,86.0
2000,51,001,51001,75.04,66.45,404,30318,53031,212.33,76.0,3.0,637.0,39117,58.0,22.0,1.0,58.0,53031,71.0,101.25,4.0,284.0,37153,57.04,52.69,397.0,22646.0,39125,41.67,72.0,3.0,125.0,08003,72.52,61.1,29.0,2103.0,18061,64.25,35.75,4.0,257.0,42071,81.67,60.89,9.0,735.0
2000,18,107,18107,64.94,52.27,761,49418,16019,73.71,47.57,7.0,516.0,13101,49.0,24.0,3.0,147.0,16019,87.62,56.46,13.0,1139.0,48485,71.61,78.13,1137.0,81416.0,49001,123.0,80.0,1.0,123.0,39047,67.49,48.67,102.0,6884.0,49049,118.6,60.1,40.0,4744.0,10003,110.37,71.7,30.0,3311.0
2000,40,093,40093,48.79,38.38,72,3513,41037,65.75,26.75,4.0,263.0,42071,76.51,50.38,96.0,7345.0,05015,219.0,84.0,1.0,219.0,48065,54.8,50.61,51.0,2795.0,12009,79.34,57.16,305.0,24199.0,38019,61.5,36.5,2.0,123.0,37175,60.0,18.0,1.0,60.0,19163,269.18,151.53,17.0,4576.0
2000,39,139,39139,74.42,52.83,3006,223711,05015,40.0,83.0,2.0,80.0,10003,100.66,61.98,1156.0,116359.0,13215,144.77,74.81,31.0,4488.0,54075,88.65,109.44,240.0,21276.0,55067,60.0,31.5,2.0,120.0,21105,77.5,38.0,4.0,310.0,42087,13.0,57.0,1.0,13.0,37083,34.0,92.0,1.0,34.0
2000,06,052,06052,153.6,110.2,5,768,26031,58.0,31.0,3.0,174.0,19163,80.98,66.06,82.0,6640.0,39149,105.33,60.67,3.0,316.0,27107,48.41,46.67,39.0,1888.0,08031,107.26,56.17,2667.0,286061.0,55089,144.74,134.21,206.0,29817.0,51145,141.0,55.5,2.0,282.0,29047,20.73,294.33,92.0,1907.0
2000,28,NA ,28NA ,59.88,71.19,68,4072,13215,81.13,57.0,8.0,649.0,37083,48.98,36.02,198.0,9699.0,45091,116.92,62.95,38.0,4443.0,16023,62.78,51.45,49.0,3076.0,13115,68.13,38.5,24.0,1635.0,40137,46.85,41.61,61.0,2858.0,55115,56.33,70.0,3.0,169.0,17021,180.0,92.0,1.0,180.0
2000,48,485,48485,69.24,74.24,1464,101367,39149,62.17,35.33,6.0,373.0,29047,113.37,59.84,67.0,7596.0,41043,87.36,48.93,14.0,1223.0,54059,40.46,42.95,246.0,9953.0,28109,59.5,42.0,2.0,119.0,18093,57.7,44.57,102.0,5885.0,13019,67.5,29.5,2.0,135.0,18061,105.0,71.0,1.0,105.0
2000,06,049,06049,62.79,57.15,123,7723,45091,339.22,37.58,36.0,12212.0,51005,43.0,25.0,1.0,43.0,18023,60.33,45.0,3.0,181.0,35061,83.13,55.34,521.0,43310.0,26159,64.27,47.85,41.0,2635.0,13177,68.99,66.53,70.0,4829.0,41003,104.91,60.36,11.0,1154.0,49049,88.82,50.73,11.0,977.0
2000,05,043,05043,55.41,43.21,131,7259,41043,104.77,45.92,13.0,1362.0,17021,43.0,22.0,1.0,43.0,24047,91.95,124.73,22.0,2023.0,20029,40.92,46.35,48.0,1964.0,27105,20.2,26.0,5.0,101.0,30031,114.13,83.99,242.0,27619.0,18091,88.7,87.2,10.0,887.0,37175,65.0,89.0,2.0,130.0
2000,29,219,29219,92.44,65.54,752,69514,18023,41.6,40.4,5.0,208.0,18061,93.13,41.63,8.0,745.0,13063,90.98,49.21,224.0,20379.0,19001,55.29,39.12,34.0,1880.0,22101,46.0,71.9,10.0,460.0,48077,62.15,45.95,20.0,1243.0,21193,53.0,53.0,1.0,53.0,51145,123.0,55.0,3.0,369.0
2000,01,075,01075,48.89,36.87,115,5622,24047,81.33,106.0,12.0,976.0,42087,36.2,50.0,5.0,181.0,53017,148.0,78.0,2.0,296.0,47NA ,53.77,45.07,408.0,21939.0,48041,59.17,64.02,162.0,9586.0,26147,73.2,64.51,652.0,47729.0,12075,44.14,33.71,7.0,309.0,55115,45.5,66.5,2.0,91.0
2000,NA,075,NA075,140.0,78.0,1,140,13181,47.5,44.5,2.0,95.0,37175,87.77,43.31,13.0,1141.0,13199,44.0,22.0,1.0,44.0,36037,68.5,59.27,620.0,42470.0,53031,127.5,52.25,8.0,1020.0,40031,46.54,46.34,288.0,13404.0,28163,38.5,23.5,2.0,77.0,18091,94.86,82.29,7.0,664.0
2000,37,049,37049,82.51,60.59,1744,143900,13063,93.05,62.63,41.0,3815.0,49049,120.89,74.89,9.0,1088.0,42071,93.85,54.07,96.0,9010.0,28005,53.45,45.65,78.0,4169.0,16019,63.62,39.18,34.0,2163.0,55121,68.34,51.38,32.0,2187.0,27097,61.25,103.5,4.0,245.0,12075,53.0,28.0,1.0,53.0
2000,34,011,34011,74.05,59.76,1694,125434,53017,104.0,59.0,1.0,104.0,51145,93.32,48.72,25.0,2333.0,10003,150.68,84.18,276.0,41589.0,27061,71.94,58.29,738.0,53089.0,26031,252.43,179.57,7.0,1767.0,17139,54.31,42.19,32.0,1738.0,34NA ,117.67,66.67,3.0,353.0,05035,36.62,88.85,13.0,476.0
2000,18,079,18079,61.06,48.35,489,29856,13199,56.0,39.0,2.0,112.0,13019,38.07,31.33,15.0,571.0,19163,82.2,56.76,46.0,3781.0,50013,111.16,69.0,133.0,14784.0,05015,31.67,29.25,12.0,380.0,48023,62.0,35.5,2.0,124.0,45017,220.0,93.0,1.0,220.0,46079,95.0,144.0,2.0,190.0
2000,05,057,05057,42.39,54.12,392,16616,39117,72.0,64.71,7.0,504.0,41003,182.0,124.0,6.0,1092.0,37083,84.8,57.8,5.0,424.0,18183,76.98,53.94,805.0,61967.0,41037,44.0,40.0,1.0,44.0,32027,52.75,58.0,8.0,422.0,34015,103.06,69.88,32.0,3298.0,34NA ,148.71,74.0,7.0,1041.0
2000,51,053,51053,76.9,55.99,422,32450,42071,94.35,70.35,20.0,1887.0,18091,64.46,47.13,92.0,5930.0,29047,99.75,55.71,56.0,5586.0,17023,60.47,49.17,133.0,8043.0,13215,68.79,55.05,39.0,2683.0,37109,81.58,55.37,359.0,29289.0,18077,60.33,54.0,3.0,181.0,34015,85.21,85.43,14.0,1193.0
2000,48,105,48105,45.87,51.82,38,1743,47057,21.0,90.0,1.0,21.0,21193,32.33,19.0,3.0,97.0,18061,34.0,34.0,2.0,68.0,29213,81.57,67.82,943.0,76924.0,39149,43.67,49.33,3.0,131.0,17195,54.08,46.42,97.0,5246.0,40145,51.33,38.27,15.0,770.0,18077,58.5,41.5,2.0,117.0
2000,29,037,29037,95.57,67.53,2405,229849,10003,100.24,64.08,38.0,3809.0,12075,43.62,29.38,26.0,1134.0,49049,130.94,80.29,85.0,11130.0,19131,61.92,45.39,64.0,3963.0,41043,95.41,75.59,29.0,2767.0,20149,66.27,48.33,15.0,994.0,21211,128.0,52.0,3.0,384.0,40145,67.75,75.0,4.0,271.0
2000,01,059,01059,58.28,46.04,585,34095,19163,83.19,55.45,42.0,3494.0,28163,32.01,33.78,136.0,4353.0,37175,48.0,62.0,2.0,96.0,50015,120.17,86.72,332.0,39897.0,45091,106.38,61.12,26.0,2766.0,48255,54.55,45.18,11.0,600.0,22033,89.77,60.32,57.0,5117.0,21211,81.0,162.0,1.0,81.0
2000,20,143,20143,67.8,45.27,64,4339,37083,50.73,38.2,15.0,761.0,05035,44.67,41.97,147.0,6567.0,55115,74.33,39.0,3.0,223.0,34029,126.83,92.59,10556.0,1338820.0,47171,32.5,24.25,4.0,130.0,05075,41.06,35.94,17.0,698.0,54099,74.5,84.25,4.0,298.0,22033,101.31,145.48,48.0,4863.0
2000,48,395,48395,55.97,59.13,200,11194,29047,98.5,64.43,28.0,2758.0,13105,49.77,31.3,61.0,3036.0,51145,101.25,251.25,4.0,405.0,24023,112.72,109.53,636.0,71693.0,18023,63.76,42.86,21.0,1339.0,45043,103.84,68.22,240.0,24922.0,30029,78.5,66.0,4.0,314.0,54099,42.0,100.0,1.0,42.0
2000,53,013,53013,70.49,53.63,41,2890,17021,42.5,35.94,16.0,680.0,27097,82.0,76.0,1.0,82.0,41003,118.03,66.68,37.0,4367.0,37151,79.69,54.59,2173.0,173163.0,24047,95.63,84.89,19.0,1817.0,27001,82.71,71.91,56.0,4632.0,51031,124.0,94.5,2.0,248.0,31047,126.0,48.0,1.0,126.0
2000,20,101,20101,61.7,95.9,10,617,18061,32.67,48.33,3.0,98.0,34NA ,136.74,79.63,27.0,3692.0,18091,99.5,57.25,4.0,398.0,72063,197.0,76.33,3.0,591.0,13063,70.36,55.33,129.0,9076.0,12059,58.4,40.36,25.0,1460.0,40015,35.0,32.5,6.0,210.0,30029,278.33,446.67,3.0,835.0
2000,37,033,37033,72.78,55.23,322,23436,49049,116.97,54.97,33.0,3860.0,45017,47.73,37.48,48.0,2291.0,28163,11.33,28.0,3.0,34.0,29059,65.13,40.32,144.0,9379.0,53017,80.4,38.43,42.0,3377.0,23NA ,50.22,62.89,9.0,452.0,24015,65.33,37.33,3.0,196.0,51031,118.0,143.5,2.0,236.0
2000,13,187,13187,100.41,59.89,461,46291,37175,103.0,57.33,3.0,309.0,34015,108.06,64.78,221.0,23882.0,05035,60.8,43.6,5.0,304.0,05087,59.24,49.56,135.0,7998.0,13199,57.0,45.67,3.0,171.0,06019,85.71,74.43,1159.0,99340.0,25009,175.68,92.39,122.0,21433.0,24015,123.5,90.5,2.0,247.0
2000,38,031,38031,56.7,52.13,23,1304,42087,92.0,32.0,3.0,276.0,18077,46.17,28.17,6.0,277.0,55085,80.83,33.17,6.0,485.0,22115,47.18,52.34,320.0,15098.0,39117,68.0,48.0,1.0,68.0,37031,90.39,81.31,270.0,24406.0,51197,69.0,36.0,1.0,69.0,27041,97.67,1047.67,3.0,293.0
2000,55,051,55051,63.85,60.19,156,9961,55115,55.16,40.42,19.0,1048.0,40145,89.57,60.35,23.0,2060.0,27097,89.0,48.0,1.0,89.0,16083,89.91,58.72,675.0,60690.0,42071,65.38,42.66,169.0,11050.0,31079,62.78,53.93,55.0,3453.0,34037,157.25,79.75,24.0,3774.0,25009,159.67,155.75,12.0,1916.0
2000,06,033,06033,101.07,70.6,1423,143822,51145,122.0,28.0,1.0,122.0,21211,73.21,51.42,33.0,2416.0,34NA ,179.04,106.58,24.0,4297.0,42015,60.66,51.33,633.0,38398.0,10003,99.88,55.58,195.0,19476.0,36097,63.0,53.24,42.0,2646.0,31089,116.0,105.0,1.0,116.0,34037,112.86,86.57,7.0,790.0
2000,48,295,48295,55.67,71.0,3,167,18091,42.4,72.2,10.0,424.0,22083,34.24,32.61,46.0,1575.0,34015,122.94,70.88,67.0,8237.0,29510,81.11,63.68,3599.0,291911.0,47057,51.0,21.0,1.0,51.0,31113,65.0,43.0,2.0,130.0,13117,176.38,99.3,40.0,7055.0,31089,100.0,74.0,1.0,100.0
2000,48,387,48387,38.16,47.12,107,4083,41003,118.33,96.17,6.0,710.0,22033,67.83,49.38,1481.0,100462.0,40145,95.29,65.0,14.0,1334.0,18059,107.62,70.06,1344.0,144643.0,19163,55.93,48.38,60.0,3356.0,17101,39.47,32.53,15.0,592.0,13073,146.39,75.71,28.0,4099.0,13073,72.15,518.77,13.0,938.0
2000,19,181,19181,91.35,62.38,947,86504,21193,16.67,34.0,3.0,50.0,51560,57.67,35.67,6.0,346.0,21211,134.8,171.8,5.0,674.0,48487,44.99,52.89,126.0,5669.0,37083,63.5,46.0,2.0,127.0,05097,69.92,53.77,13.0,909.0,26087,96.89,50.96,27.0,2616.0,13117,185.89,152.78,9.0,1673.0
2000,05,059,05059,48.43,45.1,361,17484,12075,52.14,55.43,7.0,365.0,54099,61.0,27.5,2.0,122.0,22033,107.66,62.88,131.0,14103.0,42007,73.53,56.89,2358.0,173379.0,29047,89.44,57.06,71.0,6350.0,12125,53.68,52.11,37.0,1986.0,53071,79.67,61.0,3.0,239.0,26087,175.0,64.0,2.0,350.0
