year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app
2006,48,419,48419,78.31,67.11,563,44087,37069,65.29,49.65,17.0,1110.0,17109,63.91,51.73,11.0,703.0,47045,229.67,278.67,6.0,1378.0,47189,142.12,86.72,7606,1080991,39083,69.33,103.0,3.0,208.0,51171,147.13,75.92,196.0,28838.0,17051,75.63,56.86,65.0,4916.0,,,,,
2006,18,063,18063,128.26,82.98,12387,1588730,39075,120.25,71.63,8.0,962.0,37069,101.43,58.57,752.0,76273.0,22041,105.0,68.0,2.0,210.0,22041,75.9,62.13,355,26946,37009,118.0,49.17,6.0,708.0,47131,91.89,63.91,35.0,3216.0,01019,109.33,66.16,140.0,15306.0,,,,,
2006,19,037,19037,87.82,64.19,416,36533,55053,73.54,45.0,13.0,956.0,39075,87.0,38.0,3.0,261.0,36083,139.55,109.03,127.0,17723.0,19107,71.25,53.28,471,33559,56025,90.17,53.75,12.0,1082.0,20013,58.67,36.33,3.0,176.0,51041,157.33,80.11,6481.0,1019651.0,,,,,
2006,31,185,31185,80.97,62.03,439,35544,48305,60.0,44.0,1.0,60.0,55053,93.0,82.25,4.0,372.0,01087,98.0,212.75,4.0,392.0,13039,143.62,83.52,2845,408597,39141,139.4,100.0,5.0,697.0,34021,213.44,127.09,1281.0,273413.0,48341,77.81,57.42,62.0,4824.0,,,,,
2006,01,111,01111,118.11,78.65,1086,128264,05123,104.0,93.0,1.0,104.0,05123,73.29,45.65,205.0,15024.0,19107,38.0,48.0,1.0,38.0,13257,121.69,81.75,905,110130,19047,16.0,25.0,1.0,16.0,16007,99.06,99.56,18.0,1783.0,21055,98.92,55.79,39.0,3858.0,,,,,
2006,55,129,55129,132.47,84.58,1444,191286,21107,127.14,127.0,7.0,890.0,21107,65.71,50.8,107.0,7031.0,13039,165.44,140.04,45.0,7445.0,42133,127.35,82.7,27494,3501253,06071,270.74,133.29,3529.0,955456.0,55109,159.36,106.66,389.0,61990.0,45085,96.61,65.29,1221.0,117956.0,,,,,
2006,17,145,17145,74.51,58.28,589,43884,27131,214.29,125.64,14.0,3000.0,27131,180.65,80.7,23.0,4155.0,20051,190.45,195.91,11.0,2095.0,02290,100.27,115.23,26,2607,42001,132.36,63.27,11.0,1456.0,55075,102.38,115.0,102.0,10443.0,55127,151.06,86.08,1124.0,169792.0,,,,,
2006,26,083,26083,88.99,84.71,94,8365,01061,53.43,67.43,7.0,374.0,01061,52.66,33.38,64.0,3370.0,20037,75.18,93.09,11.0,827.0,46107,64.41,71.0,46,2963,46103,97.94,74.75,16.0,1567.0,18111,108.74,57.96,27.0,2936.0,48303,87.62,75.61,1344.0,117761.0,,,,,
2006,48,453,48453,153.83,126.06,76429,11757399,06009,218.34,95.53,64.0,13974.0,05077,80.54,57.98,57.0,4591.0,55031,130.0,61.5,2.0,260.0,19169,110.77,75.92,3562,394578,51NA ,286.82,101.09,11.0,3155.0,56007,100.7,70.52,56.0,5639.0,21147,82.29,54.41,56.0,4608.0,,,,,
2006,19,015,19015,93.7,61.47,1804,169027,18079,79.0,28.88,8.0,632.0,06009,301.75,121.47,85.0,25649.0,13257,109.5,353.83,6.0,657.0,47087,82.6,56.47,453,37417,36075,71.5,54.0,2.0,143.0,34005,180.03,98.51,2174.0,391383.0,31185,75.71,49.57,42.0,3180.0,,,,,
2006,55,097,55097,107.96,69.64,3419,369101,21023,34.33,45.33,3.0,103.0,18079,87.13,47.0,8.0,697.0,48003,96.0,98.0,2.0,192.0,31161,67.45,63.86,96,6475,48409,129.5,108.8,10.0,1295.0,48113,124.64,122.82,6901.0,860131.0,20017,71.27,65.6,15.0,1069.0,,,,,
2006,17,201,17201,98.35,71.06,21210,2086003,05065,40.0,34.0,1.0,40.0,21023,86.0,58.0,1.0,86.0,13267,85.6,34.8,5.0,428.0,28053,70.35,63.62,34,2392,37167,99.67,42.0,3.0,299.0,22071,179.09,164.96,337.0,60352.0,37071,108.77,67.33,2430.0,264299.0,,,,,
2006,13,241,13241,213.38,135.7,1235,263524,12005,161.01,74.69,85.0,13686.0,20027,29.2,45.8,5.0,146.0,51061,276.28,123.89,122.0,33706.0,29133,65.35,47.98,282,18429,41015,560.0,96.0,1.0,560.0,49021,149.6,96.57,244.0,36502.0,40083,103.03,67.05,295.0,30393.0,,,,,
2006,27,095,27095,138.56,72.55,3096,428992,54007,55.0,75.5,2.0,110.0,12005,144.25,76.91,897.0,129396.0,13229,269.0,243.0,2.0,538.0,49019,173.68,113.59,474,82325,08029,147.86,91.29,7.0,1035.0,18011,166.78,103.3,222.0,37025.0,53053,190.29,91.04,14421.0,2744158.0,,,,,
2006,13,073,13073,142.36,90.83,8959,1275424,21015,129.45,71.3,20.0,2589.0,54007,46.5,62.5,2.0,93.0,42133,157.05,86.3,288.0,45231.0,27155,66.75,55.2,100,6675,20059,69.0,60.0,1.0,69.0,27077,79.14,57.0,7.0,554.0,47133,104.58,59.44,106.0,11086.0,,,,,
2006,18,039,18039,106.05,66.68,12414,1316488,55009,101.49,64.14,136.0,13802.0,21015,144.5,83.28,145.0,20953.0,01077,138.13,90.73,15.0,2072.0,40025,57.0,57.63,24,1368,28117,50.0,48.0,1.0,50.0,17083,77.58,68.3,33.0,2560.0,37091,87.47,47.74,185.0,16182.0,,,,,
2006,48,183,48183,94.14,76.12,5411,509418,06063,167.07,75.93,27.0,4511.0,55009,130.25,130.95,167.0,21751.0,18147,87.5,31.0,2.0,175.0,20049,55.96,49.26,46,2574,23003,133.0,72.0,1.0,133.0,45067,93.62,58.65,26.0,2434.0,36121,90.11,68.3,350.0,31539.0,,,,,
2006,13,067,13067,160.04,96.98,70623,11302227,08113,145.67,100.67,3.0,437.0,08113,249.33,108.67,3.0,748.0,42097,62.95,100.57,21.0,1322.0,01061,80.85,56.44,893,72200,40025,49.0,26.0,1.0,49.0,01069,121.85,100.62,222.0,27050.0,53069,162.93,65.23,40.0,6517.0,,,,,
2006,37,157,37157,96.43,62.63,5914,570270,36015,79.17,67.83,18.0,1425.0,06063,113.8,76.8,5.0,569.0,45079,146.32,105.54,384.0,56186.0,05077,70.69,50.98,42,2969,49019,400.0,188.0,1.0,400.0,47127,146.14,92.57,7.0,1023.0,21213,95.29,56.99,125.0,11911.0,,,,,
2006,35,006,35006,83.79,60.06,805,67449,51775,155.0,51.2,5.0,775.0,51775,110.73,65.13,56.0,6201.0,19169,123.15,102.59,73.0,8990.0,18079,83.08,63.61,1355,112570,29173,72.0,53.0,1.0,72.0,08117,226.69,185.99,390.0,88411.0,29137,92.0,59.15,54.0,4968.0,,,,,
2006,28,019,28019,72.82,53.58,238,17332,28103,30.0,35.0,1.0,30.0,36015,85.96,61.95,106.0,9112.0,36011,150.25,58.25,4.0,601.0,19115,86.2,58.47,422,36376,34001,196.97,110.87,154.0,30334.0,18117,80.41,48.0,29.0,2332.0,28161,82.58,45.58,69.0,5698.0,,,,,
2006,37,131,37131,110.96,82.12,836,92761,19115,58.0,23.0,1.0,58.0,28103,48.12,37.13,129.0,6207.0,02232,314.0,144.0,1.0,314.0,28103,82.96,108.3,141,11698,19015,92.5,117.0,2.0,185.0,37035,122.89,78.39,492.0,60462.0,12079,104.94,64.71,112.0,11753.0,,,,,
2006,72,149,72149,90.74,46.38,212,19237,17091,115.36,54.94,36.0,4153.0,17091,96.41,60.07,1024.0,98727.0,13021,133.2,101.83,111.0,14785.0,02220,210.63,111.98,194,40862,27139,195.63,90.16,81.0,15846.0,45029,302.89,188.82,45.0,13630.0,13001,80.6,91.13,89.0,7173.0,,,,,
2006,19,029,19029,67.17,54.56,629,42250,36019,90.77,43.62,13.0,1180.0,36019,105.44,81.7,43.0,4534.0,39083,117.67,84.0,6.0,706.0,42005,75.0,55.98,2930,219749,29101,102.4,78.8,5.0,512.0,19155,90.1,81.98,265.0,23876.0,21121,86.05,45.94,95.0,8175.0,,,,,
2006,51,760,51760,130.38,80.9,18015,2348785,45059,98.8,54.6,5.0,494.0,45059,77.72,43.84,581.0,45155.0,13159,155.83,72.83,6.0,935.0,37045,98.86,64.55,3782,373894,37069,108.4,77.1,10.0,1084.0,38101,96.3,69.47,125.0,12038.0,29019,118.57,75.79,1479.0,175366.0,,,,,
2006,45,053,45053,135.59,80.42,1430,193898,28051,67.0,41.0,1.0,67.0,28051,50.49,37.5,302.0,15247.0,37009,168.71,130.14,7.0,1181.0,17085,140.96,99.31,946,133351,55053,96.0,40.0,1.0,96.0,72073,109.67,50.33,3.0,329.0,27053,184.06,100.78,14257.0,2624140.0,,,,,
2006,28,133,28133,67.3,48.91,758,51011,51113,154.75,61.75,4.0,619.0,51113,172.75,61.41,96.0,16584.0,56025,141.21,67.83,24.0,3389.0,48115,52.42,58.01,168,8807,05123,69.0,70.0,3.0,207.0,01115,108.81,71.41,433.0,47115.0,13223,128.71,71.22,3338.0,429624.0,,,,,
2006,49,055,49055,98.27,63.99,153,15035,31069,10.0,18.0,1.0,10.0,09NA ,183.51,56.12,43.0,7891.0,39141,95.45,117.45,11.0,1050.0,36017,81.83,60.33,1956,160058,21107,42.0,72.0,1.0,42.0,21095,66.7,42.55,20.0,1334.0,19067,90.25,53.38,55.0,4964.0,,,,,
2006,04,025,04025,202.87,106.73,25213,5114933,09NA ,188.0,78.0,1.0,188.0,13057,159.85,86.41,1677.0,268075.0,19047,81.0,80.0,2.0,162.0,12091,223.36,146.3,12934,2888886,27131,144.69,55.08,13.0,1881.0,06011,191.21,76.38,61.0,11664.0,38009,94.05,55.43,21.0,1975.0,,,,,
2006,12,013,12013,94.97,63.79,675,64102,13057,178.04,110.74,108.0,19228.0,29013,107.6,69.1,10.0,1076.0,42001,190.37,110.8,30.0,5711.0,26131,80.23,66.8,190,15244,06009,297.26,142.93,46.0,13674.0,06107,169.34,97.86,1815.0,307348.0,38103,68.63,70.75,8.0,549.0,,,,,
2006,08,003,08003,106.68,64.31,876,93448,29013,57.89,45.56,9.0,521.0,56001,185.9,85.0,10.0,1859.0,06071,295.87,142.1,16023.0,4740750.0,20177,93.92,70.46,8268,776539,18079,80.0,101.5,2.0,160.0,48147,97.49,78.84,51.0,4972.0,16011,89.96,57.94,304.0,27349.0,,,,,
2006,36,123,36123,112.43,76.22,1280,143916,56001,111.0,54.17,6.0,666.0,02220,53.0,55.0,3.0,159.0,46103,130.21,73.07,29.0,3776.0,17017,65.59,55.98,314,20595,12005,173.38,102.02,48.0,8322.0,55095,129.79,83.01,155.0,20117.0,18053,84.1,56.02,449.0,37760.0,,,,,
2006,53,007,53007,171.25,101.97,6024,1031592,31123,65.0,30.0,1.0,65.0,18051,77.89,57.72,18.0,1402.0,54063,77.0,28.0,1.0,77.0,39049,132.02,87.13,53091,7009161,21015,145.5,77.75,20.0,2910.0,39055,180.5,113.23,244.0,44043.0,46055,52.0,22.0,2.0,104.0,,,,,
2006,54,077,54077,90.79,60.41,1409,127924,02220,183.08,69.27,26.0,4760.0,45071,77.58,42.69,414.0,32118.0,51NA ,277.75,99.73,59.0,16387.0,13119,117.7,74.59,996,117229,55009,153.68,98.83,40.0,6147.0,55139,113.64,79.9,438.0,49776.0,06077,287.06,111.93,20829.0,5979079.0,,,,,
2006,35,011,35011,82.52,81.64,61,5034,18051,68.22,51.78,9.0,614.0,51830,130.13,49.26,85.0,11061.0,36075,88.04,154.96,25.0,2201.0,20147,62.67,48.03,78,4888,06063,188.86,331.71,7.0,1322.0,08055,154.67,101.67,6.0,928.0,30085,56.79,102.21,14.0,795.0,,,,,
2006,27,039,27039,124.06,68.82,1579,195885,45071,89.63,53.88,8.0,717.0,28143,89.41,51.21,141.0,12607.0,48409,142.69,69.62,26.0,3710.0,51171,166.86,81.6,3099,517110,28103,42.0,79.0,1.0,42.0,20001,79.79,65.39,28.0,2234.0,34041,202.84,97.92,2204.0,447058.0,,,,,
2006,05,135,05135,78.92,68.28,697,55010,51830,149.25,119.0,4.0,597.0,17001,83.0,53.77,60.0,4980.0,37167,108.06,59.44,34.0,3674.0,16007,101.09,86.39,508,51356,51775,104.0,18.0,1.0,104.0,20103,114.41,81.43,259.0,29632.0,27161,116.01,75.87,190.0,22042.0,,,,,
2006,17,021,17021,76.76,58.47,1283,98477,28143,136.0,44.0,1.0,136.0,08073,88.0,65.0,1.0,88.0,17173,132.0,130.0,1.0,132.0,55075,92.39,64.42,2706,250000,17091,109.87,83.26,23.0,2527.0,18041,61.21,47.11,19.0,1163.0,01041,77.56,57.42,91.0,7058.0,,,,,
2006,13,313,13313,108.19,62.4,5885,636695,17001,69.89,68.67,9.0,629.0,42005,55.22,53.35,23.0,1270.0,42117,63.5,29.5,2.0,127.0,18117,88.86,57.77,913,81128,36019,85.86,40.71,7.0,601.0,53029,230.61,128.64,348.0,80252.0,56041,97.7,78.06,98.0,9575.0,,,,,
2006,37,153,37153,76.78,54.94,1766,135600,42005,143.83,68.83,6.0,863.0,31025,109.25,68.63,8.0,874.0,41015,215.69,116.85,13.0,2804.0,21095,63.53,45.65,705,44786,45059,55.33,34.83,6.0,332.0,48043,102.24,106.35,17.0,1738.0,18155,110.46,76.44,70.0,7732.0,,,,,
2006,26,045,26045,118.15,69.54,9097,1074797,31025,190.5,110.67,6.0,1143.0,37045,86.95,49.07,933.0,81129.0,51750,106.17,92.5,6.0,637.0,55139,105.51,70.46,10035,1058748,09NA ,200.0,53.33,3.0,600.0,12093,152.51,82.22,65.0,9913.0,18097,105.31,68.57,9671.0,1018405.0,,,,,
2006,17,089,17089,179.0,93.34,51581,9233012,37045,98.43,50.86,7.0,689.0,01097,89.48,51.04,6675.0,597246.0,08029,125.8,74.8,5.0,629.0,20103,122.66,78.29,4277,524601,13057,163.03,91.25,63.0,10271.0,22039,94.35,62.91,46.0,4340.0,02068,134.82,66.0,11.0,1483.0,,,,,
2006,51,017,51017,131.61,80.26,194,25532,01097,88.27,58.57,120.0,10592.0,37051,91.56,68.62,5085.0,465601.0,20059,142.93,84.93,15.0,2144.0,53029,229.23,105.59,5606,1285087,56001,159.5,35.5,2.0,319.0,17031,180.21,116.48,22705.0,4091705.0,21085,87.23,45.53,140.0,12212.0,,,,,
2006,20,147,20147,62.95,48.06,102,6421,37051,84.48,57.7,188.0,15882.0,51065,129.35,52.7,397.0,51350.0,41025,120.0,49.0,1.0,120.0,19005,91.76,66.74,288,26428,29013,215.0,96.0,1.0,215.0,48265,126.27,85.63,111.0,14016.0,39125,79.74,49.06,181.0,14433.0,,,,,
2006,18,095,18095,86.8,61.34,8371,726640,51065,152.31,52.75,16.0,2437.0,17085,146.67,143.33,6.0,880.0,28117,60.0,42.0,1.0,60.0,46129,66.04,56.56,156,10303,02220,60.0,70.0,1.0,60.0,19005,89.56,71.78,9.0,806.0,48345,55.0,33.0,1.0,55.0,,,,,
2006,31,077,31077,68.95,59.9,40,2758,17085,96.0,119.67,6.0,576.0,48039,143.11,100.16,3470.0,496594.0,17077,135.73,94.36,33.0,4479.0,16037,114.33,87.71,214,24466,18051,78.0,18.0,1.0,78.0,34007,149.25,93.57,2114.0,315513.0,49001,116.61,70.87,46.0,5364.0,,,,,
2006,27,063,27063,77.75,58.22,328,25502,48115,53.5,47.0,2.0,107.0,36017,80.85,48.19,26.0,2102.0,23003,99.5,100.7,10.0,995.0,17051,80.79,60.34,461,37245,51830,382.0,84.5,2.0,764.0,46129,74.29,56.71,7.0,520.0,12009,166.11,85.45,11269.0,1871882.0,,,,,
2006,13,181,13181,127.05,81.49,350,44467,48039,96.46,74.7,162.0,15626.0,48471,83.56,58.77,142.0,11865.0,49019,92.5,52.0,2.0,185.0,51041,163.78,84.88,19134,3133707,45071,71.0,56.5,2.0,142.0,51700,136.96,75.65,711.0,97381.0,55067,99.5,65.31,146.0,14527.0,,,,,
2006,51,600,51600,297.82,130.41,1814,540239,36017,90.73,55.27,11.0,998.0,37177,66.48,39.28,40.0,2659.0,27155,240.0,56.0,1.0,240.0,48341,77.92,67.01,499,38884,17001,92.0,54.0,1.0,92.0,48373,108.02,102.53,57.0,6157.0,08031,175.4,92.2,9749.0,1710001.0,,,,,
2006,01,009,01009,105.99,65.3,3758,398302,48471,79.0,57.82,11.0,869.0,12091,147.44,84.3,877.0,129308.0,34001,202.83,98.62,1975.0,400588.0,31185,81.28,63.47,381,30969,42005,365.5,162.5,2.0,731.0,54081,114.96,77.64,113.0,12990.0,13115,119.03,74.05,895.0,106533.0,,,,,
2006,39,069,39069,90.46,58.05,1680,151981,12091,197.06,278.99,78.0,15371.0,12007,110.49,60.39,150.0,16574.0,19015,129.0,77.0,3.0,387.0,13001,94.19,64.24,381,35886,31025,170.5,121.5,4.0,682.0,16037,102.85,76.92,13.0,1337.0,28109,120.01,67.09,516.0,61927.0,,,,,
2006,01,061,01061,79.43,54.75,1129,89675,26131,86.4,51.2,5.0,432.0,06041,482.79,177.55,210.0,101386.0,27139,221.39,95.82,703.0,155634.0,38009,86.59,74.65,133,11516,37045,158.73,98.82,11.0,1746.0,17051,90.0,82.56,9.0,810.0,22101,90.0,65.91,277.0,24929.0,,,,,
2006,39,139,39139,93.63,61.65,7825,732637,12007,117.09,59.91,11.0,1288.0,20177,80.61,53.31,667.0,53765.0,29101,101.26,44.32,19.0,1924.0,16011,101.19,65.31,2580,261069,01097,85.27,81.94,48.0,4093.0,51041,158.93,85.02,1802.0,286396.0,40151,63.8,52.31,55.0,3509.0,,,,,
2006,56,041,56041,103.46,73.29,1359,140602,06041,447.02,167.68,145.0,64818.0,23017,147.31,79.54,13.0,1915.0,17109,81.18,72.18,11.0,893.0,46055,64.02,55.85,47,3009,37051,101.77,71.52,111.0,11297.0,01019,147.35,86.35,51.0,7515.0,26159,108.45,72.36,790.0,85674.0,,,,,
2006,01,125,01125,122.05,88.08,12252,1495377,20177,85.41,53.18,97.0,8285.0,19101,132.57,131.71,7.0,928.0,37069,117.0,77.73,11.0,1287.0,30085,73.16,71.78,73,5341,48115,23.0,20.0,1.0,23.0,21055,54.67,47.33,3.0,164.0,27105,78.02,53.81,104.0,8114.0,,,,,
2006,48,369,48369,70.01,60.34,183,12811,23017,107.3,47.3,10.0,1073.0,17017,171.0,51.0,1.0,171.0,39075,27.0,30.0,1.0,27.0,28109,106.83,65.52,2549,272307,51065,203.2,70.0,5.0,1016.0,48341,79.17,78.71,24.0,1900.0,48041,102.85,97.41,1007.0,103568.0,,,,,
2006,13,187,13187,142.19,81.54,2247,319511,17017,33.0,34.0,1.0,33.0,39049,100.4,62.24,14380.0,1443815.0,21107,79.5,74.75,8.0,636.0,40151,70.68,59.54,226,15973,17085,55.4,75.2,5.0,277.0,55127,164.07,119.24,465.0,76294.0,53031,222.9,105.78,320.0,71327.0,,,,,
2006,38,031,38031,60.96,54.89,89,5425,19101,128.0,125.0,1.0,128.0,13119,82.32,40.63,59.0,4857.0,27131,156.26,78.19,42.0,6563.0,53031,207.46,97.31,1776,368445,48039,131.84,101.66,79.0,10415.0,45085,113.18,74.27,221.0,25013.0,05015,111.7,62.54,152.0,16979.0,,,,,
2006,05,043,05043,87.46,61.52,471,41196,39049,113.23,65.47,291.0,32950.0,47141,124.38,65.22,32.0,3980.0,06009,326.91,270.74,110.0,35960.0,20077,53.32,52.41,191,10185,36017,98.38,125.38,8.0,787.0,48303,110.87,104.42,681.0,75504.0,26031,129.23,83.73,285.0,36831.0,,,,,
2006,34,011,34011,131.3,74.05,12582,1652024,27143,150.36,83.18,11.0,1654.0,36115,136.8,55.83,35.0,4788.0,18079,61.14,69.71,7.0,428.0,41043,127.08,71.64,8013,1018288,48471,76.0,60.0,2.0,152.0,20017,70.0,43.6,5.0,350.0,16019,106.23,76.13,788.0,83707.0,,,,,
2006,05,057,05057,70.13,56.87,704,49369,36115,83.0,59.31,13.0,1079.0,27143,115.11,47.67,9.0,1036.0,05065,41.0,59.0,1.0,41.0,18023,88.75,59.28,1900,168630,12091,354.64,417.74,69.0,24470.0,31185,90.38,56.69,13.0,1175.0,41037,109.62,64.97,60.0,6577.0,,,,,
2006,48,485,48485,81.62,70.21,4839,394949,47141,98.65,48.06,17.0,1677.0,02090,158.68,85.56,151.0,23961.0,20027,68.0,24.0,1.0,68.0,13063,106.99,73.93,4580,490014,12007,97.5,46.5,2.0,195.0,21147,95.17,39.17,6.0,571.0,13215,115.67,65.87,2459.0,284441.0,,,,,
2006,37,149,37149,175.1,107.62,1142,199967,20147,30.0,22.0,1.0,30.0,19095,69.0,49.67,3.0,207.0,12005,203.48,148.93,263.0,53516.0,19163,104.47,70.62,9588,1001652,06041,523.77,223.58,102.0,53425.0,53053,170.98,96.32,4348.0,743402.0,20077,66.32,54.13,31.0,2056.0,,,,,
2006,47,077,47077,83.31,55.7,1423,118545,13119,121.0,67.75,4.0,484.0,51171,172.76,118.96,76.0,13130.0,21015,149.61,86.12,114.0,17056.0,37175,178.66,111.11,1654,295502,20177,106.35,76.5,20.0,2127.0,37071,103.62,77.59,678.0,70251.0,39149,94.86,57.32,442.0,41926.0,,,,,
2006,72,131,72131,102.11,48.25,635,64842,02090,142.37,78.89,169.0,24060.0,47131,63.26,52.08,98.0,6199.0,08113,291.0,136.0,2.0,582.0,49049,167.37,96.54,44508,7449341,19101,52.0,36.0,1.0,52.0,40083,113.8,79.02,123.0,13998.0,45091,140.23,87.52,2986.0,418716.0,,,,,
2006,05,075,05075,60.34,52.23,483,29142,19095,48.5,85.0,2.0,97.0,33013,168.85,80.25,60.0,10131.0,55009,118.39,68.44,282.0,33387.0,41003,172.95,98.63,3473,600645,39049,133.16,76.09,167.0,22237.0,47133,119.5,54.83,12.0,1434.0,41043,132.51,66.49,1300.0,172265.0,,,,,
2006,27,051,27051,91.7,55.82,270,24760,33013,145.0,81.27,49.0,7105.0,20013,35.44,39.56,9.0,319.0,06063,231.93,124.47,15.0,3479.0,27097,130.17,68.35,1863,242507,36115,118.5,61.5,2.0,237.0,36121,103.79,59.08,24.0,2491.0,47171,103.68,53.86,108.0,11197.0,,,,,
2006,48,373,48373,90.78,78.89,1581,143521,47131,55.2,49.6,10.0,552.0,34021,138.64,76.82,4883.0,676974.0,51775,200.2,107.07,15.0,3003.0,55085,136.32,87.16,3177,433100,27143,64.25,62.5,4.0,257.0,37091,118.71,128.64,14.0,1662.0,18023,84.96,57.83,290.0,24638.0,,,,,
2006,29,083,29083,82.43,61.48,1490,122823,51171,176.58,83.83,12.0,2119.0,55109,235.61,113.29,51.0,12016.0,36015,133.93,98.03,30.0,4018.0,45017,106.08,76.59,243,25777,47141,126.5,157.83,6.0,759.0,53069,182.53,72.74,19.0,3468.0,13181,130.48,78.57,54.0,7046.0,,,,,
2006,51,013,51013,311.24,149.21,13906,4328131,20013,57.53,38.33,15.0,863.0,56007,77.0,57.33,6.0,462.0,28103,4.0,131.0,1.0,4.0,47083,79.33,56.7,299,23719,20147,96.0,51.0,1.0,96.0,21213,77.68,52.89,28.0,2175.0,24047,217.23,139.06,1518.0,329752.0,,,,,
2006,20,065,20065,64.26,47.12,43,2763,34021,170.58,93.63,179.0,30534.0,55075,56.5,68.75,4.0,226.0,36019,210.8,162.55,20.0,4216.0,48151,60.23,55.57,69,4156,02090,142.41,76.5,22.0,3133.0,29137,77.0,68.09,11.0,847.0,13063,117.86,64.33,6572.0,774582.0,,,,,
2006,16,081,16081,255.88,146.53,1335,341600,55109,196.35,80.47,17.0,3338.0,18111,87.0,51.11,9.0,783.0,17091,144.47,104.29,34.0,4912.0,51031,101.78,64.69,2516,256086,33013,144.43,120.14,7.0,1011.0,28161,94.31,48.4,35.0,3301.0,53017,143.36,88.26,391.0,56053.0,,,,,
2006,47,061,47061,64.02,48.23,848,54292,55075,97.67,46.33,3.0,293.0,34005,180.31,85.18,6761.0,1219107.0,45059,105.56,78.89,9.0,950.0,13029,161.65,98.93,2077,335750,47131,75.5,98.0,4.0,302.0,12079,109.83,103.33,12.0,1318.0,13199,108.7,57.39,301.0,32719.0,,,,,
2006,13,013,13013,119.19,72.97,7845,935068,56007,109.13,40.0,8.0,873.0,48113,107.94,80.43,30699.0,3313719.0,28051,20.0,25.0,1.0,20.0,27111,131.7,74.86,2682,353212,51171,230.29,73.0,7.0,1612.0,13001,91.38,55.56,16.0,1462.0,39117,122.77,68.47,333.0,40881.0,,,,,
2006,27,167,27167,76.4,51.82,305,23303,18111,91.43,59.29,7.0,640.0,22071,127.82,84.99,3904.0,498997.0,51113,191.75,81.0,8.0,1534.0,40007,80.98,64.63,94,7612,34021,188.85,100.22,169.0,31915.0,29019,106.72,134.37,378.0,40340.0,13101,71.22,52.06,18.0,1282.0,,,,,
2006,18,143,18143,85.13,55.02,1563,133064,34005,187.07,97.08,170.0,31802.0,49021,212.29,140.24,21.0,4458.0,09NA ,199.82,90.35,17.0,3397.0,12077,113.52,61.89,228,25882,16007,76.0,36.0,1.0,76.0,21121,84.72,53.39,18.0,1525.0,42071,123.67,75.81,4867.0,601921.0,,,,,
2006,47,009,47009,121.46,71.48,9675,1175158,48113,96.83,68.53,1302.0,126078.0,18011,220.39,224.41,56.0,12342.0,13057,162.13,96.88,352.0,57071.0,51760,162.82,103.5,6298,1025455,55109,136.33,74.78,9.0,1227.0,27053,164.4,101.68,5310.0,872984.0,10003,163.92,85.69,10639.0,1743934.0,,,,,
2006,48,329,48329,102.32,92.74,6856,701474,22071,171.48,93.74,31.0,5316.0,45067,63.71,46.71,507.0,32303.0,56001,147.71,75.43,21.0,3102.0,08003,107.98,69.35,587,63384,55075,167.0,46.0,2.0,334.0,13223,112.75,95.23,801.0,90310.0,47057,101.98,56.13,167.0,17030.0,,,,,
2006,19,007,19007,70.89,53.62,485,34383,18011,118.56,56.67,9.0,1067.0,17083,108.25,61.88,8.0,866.0,29013,69.0,12.0,1.0,69.0,40137,74.77,63.68,2150,160759,56007,108.0,33.2,5.0,540.0,19067,66.22,53.09,23.0,1523.0,37083,101.11,63.05,396.0,40040.0,,,,,
2006,17,105,17105,92.31,62.25,1414,130526,49021,120.63,77.89,19.0,2292.0,01069,85.6,58.43,1081.0,92533.0,02220,192.0,102.52,21.0,4032.0,55089,198.83,108.35,4283,851609,34005,197.73,106.83,150.0,29660.0,38009,91.0,81.4,5.0,455.0,19163,106.95,66.68,1260.0,134759.0,,,,,
2006,28,083,28083,74.76,58.26,956,71469,45067,74.71,92.43,7.0,523.0,47127,90.43,41.43,7.0,633.0,18051,125.0,91.5,6.0,750.0,20149,112.52,67.29,866,97439,48113,113.53,87.5,618.0,70159.0,38103,56.0,42.56,9.0,504.0,51005,95.06,52.94,158.0,15019.0,,,,,
2006,37,165,37165,85.7,59.09,1420,121695,17083,64.0,130.0,1.0,64.0,08117,253.83,117.96,24.0,6092.0,51830,222.92,182.33,12.0,2675.0,48255,77.51,64.47,232,17983,22071,178.2,100.44,25.0,4455.0,16011,95.75,67.22,118.0,11298.0,19063,84.79,55.86,28.0,2374.0,,,,,
2006,12,067,12067,115.86,68.51,186,21550,01069,79.3,60.96,27.0,2141.0,45029,77.29,47.82,563.0,43513.0,45071,84.0,55.25,8.0,672.0,45043,224.29,145.53,3303,740843,49021,124.1,123.8,10.0,1241.0,18053,76.08,48.75,96.0,7304.0,29047,123.08,73.92,2825.0,347696.0,,,,,
