year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app
2000,54,027,54027,62.35,46.3,436,27185,,,,,28.0,15.0,1.0,28.0,,,,,69.14,48.98,257.0,17769.0,72.0,62.0,1.0,72.0
2000,12,061,12061,110.91,90.07,5384,597118,94.5,112.94,18.0,1701.0,67.66,50.19,177.0,11976.0,135.64,108.12,25.0,3391.0,119.15,96.06,3830.0,456340.0,78.99,66.79,157.0,12402.0
2000,17,091,17091,74.26,55.98,4581,340205,77.56,41.06,18.0,1396.0,59.78,42.63,683.0,40832.0,111.59,77.68,22.0,2455.0,82.55,62.06,2720.0,224539.0,70.46,42.22,165.0,11626.0
2000,08,075,08075,64.62,47.98,991,64040,34.67,61.33,3.0,104.0,67.6,41.2,5.0,338.0,111.67,72.0,3.0,335.0,69.22,48.3,665.0,46030.0,47.06,35.55,51.0,2400.0
2000,12,009,12009,81.36,62.82,22009,1790544,68.83,54.86,120.0,8259.0,65.18,42.74,1022.0,66615.0,92.3,58.3,178.0,16430.0,87.96,64.99,14334.0,1260888.0,73.56,52.49,552.0,40605.0
2000,48,213,48213,60.96,60.83,3488,212641,57.95,46.29,21.0,1217.0,44.68,34.43,186.0,8310.0,29.0,66.0,3.0,87.0,64.6,67.24,2490.0,160845.0,41.48,37.16,80.0,3318.0
2000,28,059,28059,63.7,51.04,6881,438334,55.3,48.2,10.0,553.0,50.39,37.4,859.0,43285.0,89.61,63.89,88.0,7886.0,68.49,55.83,4122.0,282322.0,58.58,52.13,40.0,2343.0
2000,29,179,29179,45.04,38.2,156,7027,62.88,39.38,8.0,503.0,43.0,33.0,2.0,86.0,,,,,46.17,42.06,77.0,3555.0,,,,
2000,48,490,48490,74.0,41.0,1,74,,,,,,,,,,,,,74.0,41.0,1.0,74.0,,,,
2000,51,191,51191,60.48,44.4,2418,146235,54.33,30.83,6.0,326.0,62.95,42.52,21.0,1322.0,94.75,60.25,4.0,379.0,61.64,44.58,1755.0,108176.0,61.5,57.17,6.0,369.0
2000,41,027,41027,113.65,67.71,783,88987,93.3,58.8,10.0,933.0,,,,,139.33,65.56,9.0,1254.0,118.83,70.16,543.0,64522.0,89.81,38.45,47.0,4221.0
2000,05,137,05137,44.09,48.04,232,10230,,,,,,,,,,,,,41.37,51.99,163.0,6743.0,,,,
2000,29,117,29117,55.68,48.85,332,18486,60.0,60.33,3.0,180.0,47.0,40.5,2.0,94.0,53.33,41.33,3.0,160.0,59.36,52.4,198.0,11754.0,24.0,53.0,2.0,48.0
2000,08,043,08043,89.74,53.1,2527,226783,83.5,46.12,26.0,2171.0,58.17,37.5,6.0,349.0,77.0,28.0,2.0,154.0,89.58,55.14,1682.0,150669.0,88.82,51.22,90.0,7994.0
2000,31,027,31027,60.05,46.27,124,7446,,,,,,,,,,,,,57.6,46.07,91.0,5242.0,86.0,40.0,1.0,86.0
2000,08,057,08057,97.04,142.87,52,5046,,,,,,,,,,,,,104.79,93.82,28.0,2934.0,,,,
2000,47,073,47073,52.94,38.25,3639,192647,44.45,37.73,11.0,489.0,59.29,31.15,34.0,2016.0,171.33,92.0,3.0,514.0,53.03,39.0,2549.0,135178.0,45.54,36.77,13.0,592.0
2000,29,207,29207,48.71,39.46,795,38725,51.8,32.8,5.0,259.0,31.67,29.11,9.0,285.0,,,,,51.06,40.01,477.0,24354.0,21.0,13.0,1.0,21.0
2000,17,085,17085,88.44,80.22,558,49352,65.0,52.0,7.0,455.0,149.67,93.33,3.0,449.0,104.5,185.0,2.0,209.0,93.8,86.53,391.0,36676.0,72.5,74.0,2.0,145.0
2000,06,053,06053,210.71,109.87,17273,3639563,163.07,83.0,91.0,14839.0,183.44,73.87,408.0,74842.0,192.16,92.7,1150.0,220981.0,252.93,139.07,8171.0,2066694.0,151.55,66.76,4332.0,656499.0
2000,25,019,25019,485.34,368.75,610,296056,,,,,44.0,64.0,4.0,176.0,904.0,1178.33,3.0,2712.0,499.54,367.16,448.0,223796.0,194.0,59.0,1.0,194.0
2000,51,049,51049,65.01,42.78,550,35753,,,,,60.34,37.09,121.0,7301.0,238.0,119.0,1.0,238.0,77.28,48.48,188.0,14528.0,,,,
2000,49,007,49007,69.06,45.9,928,64090,39.5,79.5,2.0,79.0,54.0,38.0,2.0,108.0,64.17,114.83,6.0,385.0,70.91,46.4,613.0,43470.0,71.92,43.68,50.0,3596.0
2000,40,037,40037,58.58,47.7,3087,180849,56.33,50.15,112.0,6309.0,39.65,29.94,49.0,1943.0,41.8,29.0,5.0,209.0,60.3,48.8,2119.0,127780.0,79.77,59.04,47.0,3749.0
2000,48,181,48181,67.27,62.9,4375,294307,49.65,51.73,48.0,2383.0,47.97,46.8,104.0,4989.0,151.57,80.17,23.0,3486.0,70.24,66.7,3161.0,222035.0,52.52,50.75,121.0,6355.0
2000,28,145,28145,49.42,42.38,1090,53864,50.6,24.4,5.0,253.0,38.26,33.47,131.0,5012.0,28.0,26.0,1.0,28.0,53.16,45.07,703.0,37373.0,41.0,28.0,3.0,123.0
2000,24,095,24095,244.0,74.0,1,244,,,,,,,,,244.0,74.0,1.0,244.0,,,,,,,,
2000,50,NA ,50NA ,101.91,78.3,76,7745,122.0,39.0,1.0,122.0,59.0,47.0,1.0,59.0,35.0,38.0,1.0,35.0,106.93,73.98,58.0,6202.0,58.0,24.0,1.0,58.0
2000,26,105,26105,65.87,50.82,1243,81881,47.43,71.0,7.0,332.0,42.0,38.2,5.0,210.0,61.5,61.5,2.0,123.0,73.17,55.52,773.0,56558.0,48.6,30.93,15.0,729.0
2000,29,093,29093,48.13,43.4,413,19876,34.0,48.14,7.0,238.0,17.0,38.0,2.0,34.0,,,,,49.25,46.3,283.0,13937.0,48.0,23.0,1.0,48.0
2000,50,005,50005,62.99,52.71,523,32946,87.0,41.0,1.0,87.0,90.0,109.0,1.0,90.0,,,,,67.85,54.91,292.0,19813.0,74.0,31.0,1.0,74.0
2000,40,015,40015,43.44,41.56,623,27065,42.81,38.29,48.0,2055.0,40.95,38.05,22.0,901.0,73.0,43.0,1.0,73.0,45.13,44.35,327.0,14759.0,59.73,48.82,11.0,657.0
2000,22,071,22071,86.07,60.16,18154,1562469,78.35,53.58,43.0,3369.0,67.5,46.97,6400.0,432014.0,102.2,66.9,198.0,20235.0,128.24,89.75,4816.0,617613.0,98.38,61.45,269.0,26463.0
2000,17,133,17133,99.16,66.78,1228,121770,104.5,74.5,2.0,209.0,83.0,32.0,1.0,83.0,85.0,52.0,1.0,85.0,103.43,67.83,993.0,102708.0,146.8,77.6,5.0,734.0
2000,20,049,20049,49.17,44.68,59,2901,80.0,95.0,2.0,160.0,32.0,40.0,1.0,32.0,,,,,50.88,49.3,33.0,1679.0,25.0,21.0,1.0,25.0
2000,48,313,48313,45.68,44.11,325,14845,33.67,37.0,3.0,101.0,43.74,35.24,68.0,2974.0,,,,,48.27,47.53,190.0,9172.0,32.22,24.78,9.0,290.0
2000,11,NA ,11NA ,125.14,83.07,114,14266,25.0,70.0,1.0,25.0,100.43,48.57,51.0,5122.0,,,,,143.16,109.81,31.0,4438.0,135.43,75.43,7.0,948.0
2000,45,011,45011,50.13,37.55,1361,68229,48.91,24.91,11.0,538.0,49.07,31.86,364.0,17863.0,74.67,86.0,3.0,224.0,49.32,42.02,521.0,25694.0,51.88,37.38,8.0,415.0
2000,21,181,21181,47.84,37.21,262,12534,,,,,42.5,25.17,6.0,255.0,,,,,50.04,39.16,175.0,8757.0,125.0,100.0,1.0,125.0
2000,30,027,30027,55.36,47.9,389,21536,81.0,39.0,2.0,162.0,91.0,47.0,1.0,91.0,,,,,58.55,49.8,280.0,16395.0,,,,
2000,39,003,39003,62.99,52.28,6126,385898,49.25,40.45,20.0,985.0,54.2,42.77,445.0,24118.0,115.15,105.65,26.0,2994.0,66.12,53.06,3751.0,248026.0,56.86,47.91,35.0,1990.0
2000,17,019,17019,76.2,64.15,5496,418780,58.89,41.26,19.0,1119.0,68.6,53.25,257.0,17630.0,106.98,91.25,126.0,13479.0,80.84,67.85,3859.0,311960.0,65.69,57.87,61.0,4007.0
2000,20,191,20191,59.5,48.68,788,46883,51.0,30.67,3.0,153.0,30.67,42.0,3.0,92.0,35.0,32.0,1.0,35.0,64.12,50.71,467.0,29944.0,40.13,46.75,8.0,321.0
2000,46,115,46115,38.72,52.27,78,3020,,,,,,,,,,,,,37.58,52.37,43.0,1616.0,,,,
2000,37,081,37081,96.01,61.39,20794,1996336,78.83,46.8,133.0,10485.0,78.01,46.39,3211.0,250482.0,113.95,59.55,280.0,31906.0,111.51,71.97,10350.0,1154143.0,73.26,51.05,299.0,21906.0
2000,01,099,01099,38.63,33.71,1153,44538,43.42,31.83,12.0,521.0,35.28,26.55,367.0,12947.0,124.0,91.0,2.0,248.0,43.48,41.25,428.0,18608.0,55.25,37.25,4.0,221.0
2000,20,151,20151,51.79,50.09,155,8027,,,,,37.0,50.0,1.0,37.0,,,,,51.34,44.29,65.0,3337.0,,,,
2000,40,029,40029,44.39,45.54,67,2974,30.0,34.33,3.0,90.0,,,,,,,,,46.49,52.23,39.0,1813.0,,,,
2000,30,067,30067,84.76,61.79,590,50011,39.56,23.0,9.0,356.0,206.0,61.0,1.0,206.0,137.67,109.67,3.0,413.0,89.5,63.31,452.0,40453.0,30.0,27.0,1.0,30.0
2000,22,121,22121,62.57,46.59,1052,65819,55.33,77.5,6.0,332.0,60.44,37.66,241.0,14566.0,,,,,65.43,51.79,496.0,32452.0,73.5,50.5,6.0,441.0
2000,17,001,17001,59.21,43.51,1059,62706,37.75,26.33,12.0,453.0,46.07,38.33,30.0,1382.0,68.0,63.5,2.0,136.0,64.47,44.55,657.0,42359.0,43.2,29.0,5.0,216.0
2000,21,187,21187,60.07,45.92,476,28591,64.75,40.0,4.0,259.0,175.0,157.0,2.0,350.0,,,,,62.57,48.87,315.0,19708.0,,,,
2000,19,155,19155,68.27,50.02,4894,334095,49.53,41.6,15.0,743.0,45.15,42.65,20.0,903.0,62.31,43.46,13.0,810.0,73.48,51.86,3218.0,236446.0,54.97,43.86,70.0,3848.0
2000,55,109,55109,111.1,76.87,3654,405951,65.0,50.61,18.0,1170.0,144.0,87.4,5.0,720.0,174.25,66.83,12.0,2091.0,117.37,79.51,2851.0,334635.0,111.48,60.95,21.0,2341.0
2000,40,115,40115,49.52,42.71,917,45412,52.69,45.4,48.0,2529.0,30.0,23.5,2.0,60.0,,,,,53.97,45.42,522.0,28173.0,16.15,27.92,13.0,210.0
2000,28,950,28950,51.0,53.0,1,51,,,,,,,,,,,,,51.0,53.0,1.0,51.0,,,,
2000,72,041,72041,79.44,54.65,682,54180,,,,,,,,,,,,,75.0,76.0,2.0,150.0,79.63,54.73,673.0,53589.0
2000,46,029,46029,57.12,48.52,1028,58718,38.56,33.0,9.0,347.0,62.0,26.0,1.0,62.0,81.5,26.5,2.0,163.0,57.88,49.27,737.0,42656.0,46.5,38.25,4.0,186.0
2000,42,095,42095,88.07,63.01,10761,947757,148.38,49.66,32.0,4748.0,96.01,83.18,157.0,15074.0,128.72,96.88,74.0,9525.0,93.46,64.58,7003.0,654490.0,64.92,44.37,332.0,21554.0
2000,55,031,55031,58.6,48.41,2052,120256,50.33,37.67,12.0,604.0,35.0,17.0,1.0,35.0,64.67,75.33,3.0,194.0,60.55,49.89,1611.0,97554.0,40.67,29.33,3.0,122.0
2000,39,053,39053,51.21,44.14,1628,83366,83.71,43.86,7.0,586.0,55.23,41.46,26.0,1436.0,94.67,66.33,3.0,284.0,49.38,44.04,1165.0,57530.0,48.0,25.33,3.0,144.0
2000,17,177,17177,67.31,49.25,1402,94364,623.46,34.62,13.0,8105.0,49.53,39.1,77.0,3814.0,113.3,138.9,10.0,1133.0,68.31,50.97,892.0,60932.0,60.4,46.1,10.0,604.0
2000,48,187,48187,70.55,57.28,4186,295317,71.27,53.73,15.0,1069.0,72.4,49.78,141.0,10209.0,90.8,76.4,15.0,1362.0,80.27,65.42,2253.0,180839.0,52.14,42.05,966.0,50370.0
2000,08,011,08011,48.58,37.79,156,7579,,,,,52.0,35.0,1.0,52.0,20.0,38.0,1.0,20.0,46.72,38.66,61.0,2850.0,47.87,31.73,30.0,1436.0
2000,46,037,46037,46.54,57.31,78,3630,20.0,42.0,4.0,80.0,,,,,,,,,48.96,58.18,49.0,2399.0,,,,
2000,20,111,20111,54.13,50.24,941,50935,45.0,33.33,3.0,135.0,32.0,40.0,4.0,128.0,47.82,32.55,11.0,526.0,60.92,57.68,496.0,30216.0,40.74,41.08,140.0,5704.0
2000,46,015,46015,45.99,46.29,97,4461,50.0,42.5,4.0,200.0,,,,,,,,,44.87,46.43,79.0,3545.0,,,,
2000,20,023,20023,38.75,49.08,24,930,,,,,,,,,40.0,67.0,1.0,40.0,40.09,48.27,11.0,441.0,,,,
2000,30,073,30073,47.99,43.36,152,7295,38.71,31.1,21.0,813.0,,,,,,,,,51.11,46.41,81.0,4140.0,,,,
2000,36,035,36035,55.23,45.58,1979,109307,36.33,32.11,9.0,327.0,59.5,42.3,10.0,595.0,54.0,37.0,5.0,270.0,57.07,47.41,1297.0,74019.0,55.2,33.5,10.0,552.0
2000,13,127,13127,116.73,85.96,3220,375864,173.63,64.0,8.0,1389.0,58.44,40.77,307.0,17941.0,77.31,45.08,13.0,1005.0,140.45,104.27,1830.0,257025.0,96.23,55.63,30.0,2887.0
2000,20,061,20061,50.63,45.89,653,33063,38.88,62.88,8.0,311.0,47.62,46.19,53.0,2524.0,69.0,29.7,10.0,690.0,53.12,46.93,311.0,16520.0,44.8,31.27,15.0,672.0
2000,35,003,35003,61.15,47.46,112,6849,50.0,20.5,2.0,100.0,44.0,47.5,2.0,88.0,,,,,66.51,53.78,59.0,3924.0,61.67,54.67,6.0,370.0
2000,48,275,48275,26.85,36.91,46,1235,,,,,79.0,25.0,2.0,158.0,,,,,20.59,38.14,22.0,453.0,24.67,29.67,12.0,296.0
2000,39,137,39137,69.02,46.94,1034,71368,89.75,30.0,4.0,359.0,78.33,40.5,6.0,470.0,190.0,111.5,2.0,380.0,69.54,48.28,714.0,49652.0,62.38,40.08,24.0,1497.0
2000,20,009,20009,47.03,45.28,675,31742,20.0,24.0,1.0,20.0,36.33,45.67,3.0,109.0,,,,,52.44,47.73,447.0,23439.0,40.05,28.36,22.0,881.0
2000,51,735,51735,126.78,79.33,360,45641,,,,,93.0,69.67,6.0,558.0,35.0,71.0,1.0,35.0,140.43,84.29,258.0,36231.0,100.0,234.0,1.0,100.0
2000,36,025,36025,60.21,56.31,1407,84719,76.83,59.5,6.0,461.0,54.89,52.89,9.0,494.0,78.0,49.5,2.0,156.0,59.53,55.12,916.0,54532.0,77.25,79.25,8.0,618.0
2000,42,039,42039,58.06,46.93,4216,244774,60.56,43.22,9.0,545.0,58.95,47.33,21.0,1238.0,43.0,101.5,2.0,86.0,58.1,49.5,2347.0,136369.0,82.25,69.0,4.0,329.0
2000,21,027,21027,49.23,40.86,596,29341,52.0,67.0,1.0,52.0,48.89,32.22,9.0,440.0,40.0,41.5,2.0,80.0,50.33,43.27,340.0,17111.0,55.0,28.0,1.0,55.0
2000,38,079,38079,37.82,40.38,281,10628,38.17,34.93,126.0,4809.0,,,,,84.0,150.0,2.0,168.0,38.74,37.84,38.0,1472.0,78.0,26.0,1.0,78.0
2000,50,007,50007,115.4,71.82,5398,622920,96.08,174.25,12.0,1153.0,131.64,65.45,22.0,2896.0,122.32,66.29,63.0,7706.0,121.96,73.89,3936.0,480045.0,125.34,64.4,35.0,4387.0
2000,48,293,48293,45.6,47.9,430,19610,42.0,96.0,1.0,42.0,40.9,35.85,52.0,2127.0,40.0,49.0,1.0,40.0,47.52,51.49,245.0,11642.0,52.54,42.0,13.0,683.0
2000,49,NA ,49NA ,100.06,53.25,2035,203623,47.83,42.0,42.0,2009.0,101.5,38.5,12.0,1218.0,110.96,76.43,23.0,2552.0,103.57,54.31,1627.0,168510.0,85.6,40.6,115.0,9844.0
2000,29,105,29105,54.79,41.87,1452,79555,61.2,37.67,15.0,918.0,63.67,53.67,3.0,191.0,21.0,14.0,1.0,21.0,56.08,42.98,966.0,54176.0,53.67,32.33,3.0,161.0
2000,45,069,45069,44.33,34.99,1604,71109,32.04,32.57,28.0,897.0,42.35,32.31,543.0,22996.0,24.0,24.0,2.0,48.0,44.59,39.26,502.0,22383.0,45.5,17.5,2.0,91.0
2000,49,005,49005,103.22,55.72,3426,353619,51.0,42.11,19.0,969.0,91.0,40.0,6.0,546.0,104.91,57.17,46.0,4826.0,108.74,57.41,2651.0,288263.0,82.59,38.45,148.0,12223.0
2000,72,081,72081,62.68,40.29,177,11095,,,,,,,,,,,,,,,,,62.81,40.41,176.0,11055.0
2000,26,093,26093,132.67,76.79,12034,1596530,98.44,55.63,57.0,5611.0,143.23,83.63,30.0,4297.0,147.38,71.92,39.0,5748.0,141.1,78.78,9345.0,1318608.0,135.15,80.87,54.0,7298.0
2000,37,173,37173,59.18,47.75,458,27103,36.32,34.58,72.0,2615.0,65.33,51.33,3.0,196.0,209.0,144.0,1.0,209.0,68.09,50.83,242.0,16477.0,112.5,262.5,2.0,225.0
2000,42,063,42063,52.29,47.47,2707,141554,45.0,38.0,1.0,45.0,81.29,77.5,14.0,1138.0,122.25,118.25,4.0,489.0,52.53,50.35,1544.0,81107.0,155.0,235.5,2.0,310.0
2000,48,027,48027,66.9,56.46,5688,380521,64.43,50.69,67.0,4317.0,55.73,44.23,476.0,26528.0,91.3,79.3,92.0,8400.0,73.13,61.7,3279.0,239799.0,54.69,42.13,524.0,28660.0
2000,37,195,37195,65.25,47.79,3107,202734,55.85,40.38,13.0,726.0,53.76,38.53,688.0,36986.0,116.29,51.57,7.0,814.0,75.97,58.05,1169.0,88807.0,54.56,36.34,59.0,3219.0
2000,48,403,48403,51.81,47.68,321,16632,55.0,30.0,1.0,55.0,43.84,30.29,31.0,1359.0,22.0,27.0,1.0,22.0,56.19,52.81,208.0,11688.0,,,,
2000,24,039,24039,74.16,51.64,763,56587,20.0,33.0,1.0,20.0,54.56,34.84,119.0,6493.0,124.5,58.75,4.0,498.0,87.83,63.76,287.0,25206.0,126.2,59.2,5.0,631.0
2000,28,021,28021,43.71,37.21,321,14030,,,,,39.36,35.87,170.0,6691.0,,,,,52.83,40.78,65.0,3434.0,39.0,49.0,1.0,39.0
2000,21,073,21073,64.1,51.49,2260,144857,61.83,41.58,12.0,742.0,71.79,58.98,57.0,4092.0,50.17,43.67,6.0,301.0,66.4,54.45,1441.0,95681.0,92.75,38.75,4.0,371.0
2000,34,003,34003,188.53,117.07,28996,5466675,223.09,133.28,89.0,19855.0,160.74,95.63,1059.0,170222.0,217.65,124.61,2407.0,523884.0,207.65,126.37,14846.0,3082782.0,173.48,93.25,1756.0,304635.0
2000,48,349,48349,53.92,48.81,1624,87564,42.78,46.89,9.0,385.0,43.11,38.47,131.0,5647.0,41.8,39.7,10.0,418.0,58.66,52.5,985.0,57777.0,40.35,36.25,127.0,5125.0
2000,35,053,35053,61.36,41.5,711,43630,33.44,23.38,16.0,535.0,98.0,69.0,1.0,98.0,131.0,59.0,1.0,131.0,71.37,45.39,198.0,14132.0,58.99,39.96,272.0,16045.0
2000,01,065,01065,42.97,42.62,706,30335,68.0,22.0,1.0,68.0,38.55,30.06,335.0,12914.0,,,,,53.07,52.75,199.0,10560.0,,,,
2000,0 ,NA ,0 NA ,161.33,107.67,3,484,,,,,,,,,,,,,161.33,107.67,3.0,484.0,,,,
2000,05,143,05143,79.96,64.73,7091,566982,67.42,46.47,53.0,3573.0,113.62,70.1,52.0,5908.0,104.67,65.5,60.0,6280.0,83.41,70.37,5385.0,449175.0,58.38,32.91,265.0,15471.0
2000,13,183,13183,46.72,36.42,265,12382,,,,,42.41,30.79,34.0,1442.0,,,,,49.18,39.46,138.0,6787.0,64.88,39.75,8.0,519.0
2000,38,097,38097,52.82,54.83,157,8292,26.5,33.0,2.0,53.0,,,,,,,,,53.85,51.41,105.0,5654.0,16.0,21.0,1.0,16.0
2000,37,041,37041,71.69,48.28,567,40649,28.33,22.33,3.0,85.0,51.56,31.03,124.0,6393.0,,,,,92.47,61.14,246.0,22748.0,46.8,35.6,5.0,234.0
2000,48,347,48347,53.73,54.55,1866,100258,48.14,38.5,14.0,674.0,47.74,38.81,206.0,9835.0,83.0,89.75,8.0,664.0,59.54,64.06,1053.0,62693.0,33.96,36.08,114.0,3872.0
2000,05,795,05795,48.0,460.0,1,48,48.0,460.0,1.0,48.0,,,,,,,,,,,,,,,,
2000,48,067,48067,45.2,41.34,816,36883,,,,,42.89,30.64,113.0,4847.0,,,,,46.04,46.08,458.0,21086.0,73.0,42.13,8.0,584.0
2000,48,241,48241,45.99,44.09,1479,68014,50.64,42.18,11.0,557.0,37.21,31.23,232.0,8632.0,,,,,49.0,49.38,759.0,37192.0,32.24,38.7,33.0,1064.0
2000,48,073,48073,46.77,45.44,1346,62955,50.0,49.25,4.0,200.0,38.32,31.46,136.0,5211.0,52.0,72.0,1.0,52.0,51.63,51.33,828.0,42746.0,33.67,31.18,90.0,3030.0
2000,08,069,08069,122.26,78.22,18111,2214338,105.16,59.06,105.0,11042.0,142.29,68.25,77.0,10956.0,136.62,82.3,165.0,22543.0,129.98,82.25,13217.0,1717890.0,103.21,62.69,769.0,79372.0
2000,36,117,36117,61.27,49.8,3709,227266,54.67,37.11,9.0,492.0,62.76,44.3,63.0,3954.0,62.27,49.82,11.0,685.0,64.28,51.29,2490.0,160059.0,48.96,38.91,23.0,1126.0
2000,42,051,42051,53.01,43.54,6252,331441,63.09,38.45,11.0,694.0,47.66,37.18,106.0,5052.0,64.0,63.0,6.0,384.0,54.03,45.17,3146.0,169976.0,83.13,79.38,8.0,665.0
2000,20,125,20125,41.27,49.94,870,35909,55.5,58.5,4.0,222.0,36.53,42.4,15.0,548.0,24.17,849.67,6.0,145.0,43.04,48.59,449.0,19327.0,51.13,41.19,16.0,818.0
2000,29,205,29205,42.55,40.15,131,5574,,,,,48.0,22.0,1.0,48.0,,,,,44.56,45.81,80.0,3565.0,,,,
2000,51,510,51510,154.99,109.79,5860,908220,85.14,96.89,36.0,3065.0,131.5,88.65,368.0,48393.0,137.16,85.73,162.0,22220.0,164.71,115.69,3882.0,639409.0,128.46,89.65,158.0,20297.0
2000,20,141,20141,36.77,35.48,31,1140,,,,,,,,,,,,,40.72,42.83,18.0,733.0,,,,
2000,28,089,28089,106.04,73.45,3482,369228,94.17,44.42,12.0,1130.0,72.08,48.02,652.0,46999.0,166.48,99.93,42.0,6992.0,132.49,91.89,1773.0,234913.0,110.0,73.3,20.0,2200.0
2000,21,067,21067,93.44,77.16,11771,1099862,205.63,83.37,30.0,6169.0,73.38,49.91,783.0,57459.0,132.24,79.47,131.0,17324.0,101.39,87.88,7646.0,775242.0,104.81,71.75,85.0,8909.0
2000,53,055,53055,199.86,111.53,695,138902,,,,,,,,,80.0,159.0,1.0,80.0,200.99,110.04,516.0,103713.0,157.0,126.75,4.0,628.0
2000,23,031,23031,97.56,65.98,8524,831635,69.28,50.05,40.0,2771.0,88.53,52.6,15.0,1328.0,96.09,59.29,34.0,3267.0,103.26,66.97,6155.0,635550.0,90.32,52.88,25.0,2258.0
2000,22,055,22055,69.97,52.27,9078,635171,62.73,35.43,37.0,2321.0,54.55,34.77,1520.0,82920.0,97.87,75.08,63.0,6166.0,77.31,58.74,5344.0,413121.0,73.94,59.5,78.0,5767.0
2000,27,041,27041,87.24,63.51,1297,113152,72.67,32.67,3.0,218.0,112.0,114.0,1.0,112.0,60.5,48.0,2.0,121.0,93.44,63.85,903.0,84372.0,146.25,68.5,4.0,585.0
2000,46,011,46011,55.82,53.5,552,30815,60.75,64.25,4.0,243.0,120.0,170.0,2.0,240.0,70.0,79.5,2.0,140.0,59.2,56.33,397.0,23503.0,,,,
2000,02,NA ,02NA ,122.85,70.38,197,24202,61.5,59.75,8.0,492.0,85.8,41.8,5.0,429.0,124.0,52.33,6.0,744.0,132.38,74.56,147.0,19460.0,164.33,74.67,3.0,493.0
2000,22,103,22103,95.82,67.4,10510,1007059,80.44,50.81,27.0,2172.0,73.66,42.57,647.0,47661.0,137.1,87.26,68.0,9323.0,104.29,74.86,6796.0,708746.0,87.63,63.32,114.0,9990.0
2000,08,037,08037,300.42,217.26,3386,1017237,102.0,82.09,11.0,1122.0,258.0,256.17,6.0,1548.0,210.88,161.63,16.0,3374.0,309.95,223.58,2361.0,731792.0,138.67,95.52,261.0,36193.0
2000,54,059,54059,40.41,35.55,1264,51081,41.33,22.67,3.0,124.0,47.75,34.15,20.0,955.0,30.0,34.0,1.0,30.0,39.02,35.73,871.0,33987.0,,,,
2000,29,159,29159,52.68,43.89,1211,63792,52.89,40.78,9.0,476.0,76.0,45.45,11.0,836.0,83.2,60.2,5.0,416.0,55.98,43.32,711.0,39800.0,43.05,93.3,20.0,861.0
2000,48,337,48337,54.91,50.61,485,26629,35.0,36.0,1.0,35.0,49.33,43.0,3.0,148.0,,,,,59.23,51.17,312.0,18481.0,31.0,25.5,2.0,62.0
2000,36,065,36065,55.72,49.01,6016,335191,56.5,58.2,20.0,1130.0,45.44,42.6,91.0,4135.0,110.18,117.06,33.0,3636.0,57.73,50.79,3838.0,221563.0,42.23,41.36,22.0,929.0
2000,18,081,18081,89.14,63.68,6083,542267,66.2,44.7,10.0,662.0,69.23,52.15,26.0,1800.0,131.18,77.79,33.0,4329.0,93.59,65.31,4420.0,413684.0,89.03,62.62,29.0,2582.0
2000,08,015,08015,108.14,65.83,665,71915,112.5,54.6,10.0,1125.0,44.0,35.33,3.0,132.0,,,,,114.93,65.96,405.0,46546.0,103.0,51.77,26.0,2678.0
2000,13,177,13177,78.13,60.34,1077,84144,90.56,57.44,9.0,815.0,57.57,42.43,93.0,5354.0,139.0,145.0,4.0,556.0,85.61,62.39,677.0,57956.0,81.5,42.0,4.0,326.0
2000,NA,   ,NA   ,115.87,121.97,31,3592,,,,,129.0,92.0,1.0,129.0,,,,,117.0,172.15,13.0,1521.0,105.0,70.67,9.0,945.0
2000,48,263,48263,58.22,64.22,9,524,,,,,,,,,,,,,72.2,76.4,5.0,361.0,37.5,27.5,2.0,75.0
2000,28,027,28027,42.14,42.53,750,31602,78.0,59.0,5.0,390.0,37.07,37.14,321.0,11901.0,43.0,37.0,2.0,86.0,53.43,61.4,168.0,8977.0,56.83,64.17,6.0,341.0
2000,31,059,31059,51.14,48.56,70,3580,10.0,18.0,1.0,10.0,8.0,34.0,1.0,8.0,,,,,51.59,42.16,32.0,1651.0,,,,
2000,41,059,41059,77.65,53.05,2563,199029,75.35,42.22,37.0,2788.0,61.8,75.6,5.0,309.0,103.39,61.17,18.0,1861.0,82.66,56.76,1479.0,122253.0,66.16,36.72,255.0,16872.0
2000,04,049,04049,119.0,60.0,1,119,,,,,,,,,,,,,119.0,60.0,1.0,119.0,,,,
2000,19,003,19003,44.77,42.11,47,2104,,,,,,,,,,,,,54.86,49.96,28.0,1536.0,,,,
2000,01,117,01117,110.85,68.0,9101,1008848,82.79,52.5,42.0,3477.0,94.53,53.62,586.0,55392.0,140.6,70.38,53.0,7452.0,120.62,71.48,6503.0,784394.0,65.88,51.62,99.0,6522.0
2000,13,001,13001,46.62,39.9,671,31285,28.2,34.4,5.0,141.0,38.95,31.47,133.0,5180.0,50.0,26.0,1.0,50.0,51.74,45.87,276.0,14280.0,46.71,33.79,14.0,654.0
